Track Name,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genre
Bite My Tongue,0.418,0.824,2,-4.089,1,0.0469,0.00119,6.48E-05,0.2,0.382,143.983,Punk Rock
Semi-Charmed Life,0.64,0.864,7,-6.576,1,0.0314,0.00832,0,0.123,0.701,102.026,Punk Rock
Sk8er Boi,0.487,0.9,0,-4.417,1,0.0482,6.79E-05,0,0.358,0.484,149.937,Punk Rock
Pretty Fly (For A White Guy),0.723,0.902,11,-3.699,0,0.0937,0.0984,1.46E-06,0.0476,0.963,143.375,Punk Rock
Why Don't You Get A Job,0.766,0.882,5,-4.478,1,0.0719,0.0674,2.30E-06,0.281,0.544,107.932,Punk Rock
This Is Gospel,0.572,0.912,7,-4.875,1,0.0707,0.00155,1.20E-06,0.102,0.606,156.073,Punk Rock
Fat Lip,0.402,0.914,9,-5.215,1,0.142,0.000579,0,0.065,0.626,196.505,Punk Rock
The Anthem,0.494,0.939,1,-3.127,1,0.126,0.00666,0,0.139,0.893,177.751,Punk Rock
A Love Like War (feat. Vic Fuentes),0.475,0.987,5,-3.515,0,0.121,0.00028,2.36E-06,0.335,0.632,162.002,Punk Rock
December (again) [feat. Mark Hoppus],0.403,0.953,5,-3.213,0,0.118,9.64E-05,0,0.0915,0.364,160.036,Punk Rock
New Perspective,0.481,0.723,7,-5.713,1,0.039,0.019,0,0.0912,0.583,164.023,Punk Rock
Makeshift Love,0.43,0.935,7,-2.903,1,0.0834,0.00124,1.15E-06,0.277,0.483,179.999,Punk Rock
Vicious Love (feat. Hayley Williams),0.615,0.907,5,-2.908,1,0.0552,0.00818,2.67E-05,0.145,0.716,109.962,Punk Rock
Remembering Sunday,0.449,0.602,6,-4.8,0,0.0264,0.149,0,0.141,0.32,170.04,Punk Rock
What's My Age Again?,0.403,0.956,6,-7.376,1,0.0732,0.017,7.09E-05,0.0893,0.561,157.706,Punk Rock
Buddy Holly,0.535,0.931,8,-4.012,1,0.0451,0.00611,7.26E-05,0.0887,0.825,120.958,Punk Rock
Are You Gonna Be My Girl,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,Punk Rock
Cul-de-sac,0.351,0.96,8,-5.017,1,0.0807,4.09E-05,1.33E-05,0.368,0.319,90.803,Punk Rock
Thnks fr th Mmrs,0.459,0.891,10,-5.057,0,0.0623,0.00511,0,0.106,0.588,154.837,Punk Rock
About a Girl,0.292,0.933,9,-4.371,1,0.064,0.000221,9.86E-06,0.473,0.296,202.012,Punk Rock
Still Waiting,0.431,0.95,7,-4.918,1,0.26,0.00105,3.63E-05,0.272,0.56,191.936,Punk Rock
Responsibility,0.346,0.897,4,-3.478,1,0.0646,0.00662,0,0.11,0.92,160.756,Punk Rock
Turn It Up,0.454,0.963,3,-3.669,0,0.101,0.000386,0.0023,0.0701,0.659,154.958,Punk Rock
Teenage Dirtbag,0.476,0.88,2,-4.522,1,0.0597,0.00219,0,0.184,0.72,188.043,Punk Rock
Jamie All Over,0.426,0.868,1,-3.702,1,0.047,6.54E-05,0,0.0723,0.402,149.042,Punk Rock
I Lost My Mind (In California),0.459,0.94,0,-3.556,1,0.0992,0.000853,0,0.37,0.68,176.196,Punk Rock
Mr. Brightside,0.356,0.924,1,-3.74,1,0.0808,0.00101,0,0.0953,0.232,148.017,Punk Rock
Atlantic,0.546,0.94,4,-2.41,1,0.0401,0.000863,4.16E-06,0.0791,0.542,110.98,Punk Rock
Everything Is Alright,0.435,0.95,8,-3.869,1,0.106,0.000494,0,0.317,0.457,160.987,Punk Rock
Absolutely (Story of a Girl) - Radio Mix,0.481,0.94,7,-5.204,1,0.066,0.000891,0,0.0939,0.66,96.493,Punk Rock
"Swing, Swing",0.54,0.691,7,-5.888,1,0.0306,7.78E-05,0.331,0.0413,0.367,127.946,Punk Rock
Basket Case,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71E-06,0.091,0.781,85.064,Punk Rock
"This Ain't A Scene, It's An Arms Race",0.435,0.887,9,-4.07,1,0.0636,0.000747,0,0.0327,0.408,199.935,Punk Rock
Weightless,0.497,0.923,2,-4.512,1,0.137,0.00282,0,0.158,0.667,181.075,Punk Rock
Be My Escape,0.551,0.865,9,-5.005,1,0.0399,0.00585,0,0.14,0.244,112.486,Punk Rock
My Friends Over You,0.398,0.978,2,-4.001,1,0.133,0.000291,0,0.0947,0.441,177.797,Punk Rock
Welcome to the Black Parade,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,Punk Rock
Teenagers,0.463,0.857,4,-3.063,1,0.0632,0.0506,0,0.184,0.856,111.647,Punk Rock
Indoors,0.17,0.825,2,-5.88,1,0.0737,4.77E-05,0.000639,0.0907,0.378,158.483,Punk Rock
Something's Gotta Give,0.496,0.913,4,-3.286,1,0.0448,0.0101,0,0.118,0.675,165.981,Punk Rock
All the Old Things (feat. Christina Rotondo),0.299,0.95,7,-2.724,1,0.0974,0.00386,0,0.166,0.543,170.075,Punk Rock
Backseat Serenade,0.508,0.964,6,-3.712,1,0.0453,5.87E-05,3.29E-05,0.172,0.545,140.03,Punk Rock
Break Your Little Heart,0.418,0.951,1,-3.006,1,0.0497,0.00287,0,0.335,0.643,147.942,Punk Rock
Lost In Stereo,0.471,0.963,10,-3.795,1,0.0572,0.00315,0,0.244,0.581,150.033,Punk Rock
Damned If I Do Ya (Damned If I Don't),0.554,0.902,4,-4.018,1,0.0569,0.00635,0,0.328,0.657,126.022,Punk Rock
Stay,0.516,0.877,1,-3.52,1,0.0435,0.00212,0,0.329,0.235,111.968,Punk Rock
Ghosts,0.421,0.862,0,-4.347,1,0.0424,0.000149,0,0.259,0.392,152.872,Punk Rock
Girls,0.309,0.965,4,-4.84,1,0.129,0.000594,0,0.445,0.289,182.727,Punk Rock
A Better Place,0.425,0.964,3,-3.453,0,0.0679,3.91E-05,0,0.162,0.712,177.145,Punk Rock
Josie,0.435,0.979,11,-5.154,1,0.105,5.96E-05,0.000265,0.128,0.611,99.956,Punk Rock
Stop Me When You've Had Enough,0.532,0.925,0,-3.368,0,0.0904,0.00166,2.13E-06,0.0576,0.709,133.033,Punk Rock
Dark Blue - 2015 Remastered,0.323,0.936,3,-4.505,1,0.108,0.00656,0,0.0972,0.326,163.124,Punk Rock
Fall For You,0.41,0.462,0,-6.896,1,0.0341,0.223,0,0.0996,0.381,169.853,Punk Rock
I Miss You,0.664,0.781,11,-6.547,1,0.0339,0.00103,5.33E-06,0.0867,0.593,110,Punk Rock
Do the Math,0.585,0.928,9,-2.307,1,0.0402,0.00383,1.29E-06,0.115,0.825,101.434,Punk Rock
Here For Nothing,0.551,0.832,1,-4.959,1,0.0437,0.00272,4.82E-06,0.102,0.517,111.482,Punk Rock
Jasey Rae,0.486,0.901,2,-6.943,1,0.0391,4.77E-05,0,0.0828,0.348,96.03,Punk Rock
Island,0.569,0.953,1,-3.666,1,0.0437,0.011,1.54E-06,0.342,0.709,110.994,Punk Rock
Drown,0.441,0.977,1,-3.575,0,0.112,0.000154,0.000428,0.842,0.389,143.023,Punk Rock
MakeDamnSure,0.553,0.837,6,-5.608,1,0.0452,0.00941,0,0.372,0.432,140.495,Punk Rock
Sweetness,0.487,0.898,5,-4.436,1,0.038,0.00305,0,0.26,0.597,135.331,Punk Rock
Stay Awake (Dreams Only Last For A Night),0.319,0.907,3,-2.288,1,0.0628,0.0124,0,0.0705,0.464,163.998,Punk Rock
Bad Reputation,0.468,0.985,6,-3.026,1,0.0395,3.81E-05,0.000528,0.167,0.927,103.017,Punk Rock
"Dance, Dance",0.622,0.961,11,-3.198,0,0.154,0.00523,0,0.0854,0.449,114.452,Punk Rock
Anyways,0.563,0.854,4,-4.93,1,0.0332,0.000296,0.025,0.287,0.929,127.029,Punk Rock
Flagpole Sitta,0.361,0.901,4,-4.133,0,0.0443,0.00152,0.000263,0.286,0.482,144.97,Punk Rock
All The Small Things,0.434,0.897,0,-4.918,1,0.0488,0.0103,0,0.612,0.684,148.726,Punk Rock
Grand Theft Autumn / Where Is Your Boy,0.628,0.886,2,-3.805,1,0.0608,0.000706,0,0.275,0.72,135.45,Punk Rock
Alpha Dog,0.526,0.962,2,-3.707,0,0.0726,0.00591,1.52E-05,0.591,0.545,136.923,Punk Rock
My Heroine,0.412,0.823,4,-2.572,0,0.0323,9.62E-05,8.25E-05,0.153,0.162,154.115,Punk Rock
"I'm A Believer - From ""Shrek"" Motion Picture Soundtrack",0.515,0.98,6,-2.41,1,0.0701,0.0167,0,0.258,0.933,164.698,Punk Rock
Saturday,0.461,0.928,11,-3.605,1,0.0684,0.000901,0,0.304,0.624,97.968,Punk Rock
"Dance, Dance",0.63,0.966,11,-2.879,0,0.134,0.00474,0,0.0354,0.5,114.454,Punk Rock
"A Little Less Sixteen Candles, A Little More ""Touch Me""",0.544,0.897,7,-3.224,1,0.0615,0.00526,0,0.18,0.717,133.083,Punk Rock
"This Ain't A Scene, It's An Arms Race",0.433,0.887,9,-3.987,1,0.0599,0.00111,0,0.0509,0.481,200.073,Punk Rock
"""The Take Over, The Breaks Over""",0.603,0.919,9,-2.432,1,0.0472,0.00735,1.21E-05,0.226,0.625,150.014,Punk Rock
I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You),0.529,0.784,1,-3.818,1,0.0338,0.00289,5.04E-06,0.116,0.531,96.982,Punk Rock
America's Suitehearts,0.488,0.918,2,-4.102,1,0.0453,0.0114,0,0.153,0.709,160.021,Punk Rock
I Don't Care,0.532,0.923,6,-3.837,0,0.058,0.0018,1.29E-05,0.339,0.516,133.976,Punk Rock
"What A Catch, Donnie",0.472,0.713,5,-4.24,1,0.0371,0.0378,1.05E-05,0.311,0.433,128.079,Punk Rock
Painting Flowers,0.356,0.935,6,-4.207,1,0.0499,0.00236,0,0.121,0.4,147.991,Punk Rock
Adrenaline,0.592,0.909,2,-6.29,0,0.085,4.36E-05,0.875,0.287,0.716,119.977,E-Rock
Hydrogen,0.537,0.803,0,-4.805,1,0.0464,4.73E-05,0.838,0.21,0.296,126.065,E-Rock
ULTRAnumb,0.439,0.915,2,-7.078,0,0.0745,0.000184,0.000899,0.326,0.34,91.993,E-Rock
Bleeder,0.396,0.929,11,-6.591,1,0.0431,0.0014,0.584,0.41,0.698,75.014,E-Rock
Crossfire,0.447,0.91,6,-5.29,1,0.0387,7.52E-06,0.843,0.111,0.33,114.973,E-Rock
Nanoteh,0.544,0.926,2,-6.197,1,0.0364,1.91E-05,0.796,0.0768,0.115,120.031,E-Rock
Collision,0.54,0.819,6,-7.053,1,0.0487,4.74E-05,0.896,0.107,0.34,129.991,E-Rock
Ikaros,0.522,0.941,7,-6.023,1,0.057,6.52E-05,0.338,0.328,0.0793,100.011,E-Rock
The Island,0.447,0.901,10,-7.635,0,0.0378,0.0204,0.859,0.115,0.546,172.004,E-Rock
Awakening,0.519,0.946,7,-7.157,1,0.0386,0.000315,0.449,0.313,0.352,128.023,E-Rock
The Fall,0.595,0.931,6,-5.507,1,0.0474,7.86E-06,0.74,0.0891,0.362,122.001,E-Rock
Ai,0.447,0.81,2,-7.419,1,0.0611,5.95E-05,0.148,0.0893,0.44,185.019,E-Rock
5even,0.232,0.928,2,-8.615,1,0.0511,0.000289,0.591,0.275,0.0696,198.921,E-Rock
Resonance,0.324,0.776,0,-7.137,0,0.0356,3.18E-05,0.714,0.0857,0.33,84.99,E-Rock
Controlla,0.323,0.939,10,-8.204,0,0.0358,3.58E-06,0.889,0.469,0.811,160.008,E-Rock
Venom,0.416,0.845,1,-6.732,0,0.0431,6.62E-06,0.135,0.331,0.518,188.967,E-Rock
Prevail - Instrumental,0.41,0.968,0,-5.57,1,0.095,2.12E-05,0.912,0.928,0.562,95.994,E-Rock
Abyss,0.382,0.905,2,-7.391,1,0.0641,0.0012,0.303,0.0657,0.414,178.868,E-Rock
Aftershock,0.495,0.945,10,-5.712,0,0.0409,5.22E-05,0.844,0.128,0.656,128.042,E-Rock
Harbinger,0.523,0.76,8,-7.698,1,0.0312,0.0321,0.178,0.424,0.315,160.009,E-Rock
Pitch-black,0.573,0.817,6,-7.228,1,0.0365,2.11E-05,0.754,0.274,0.481,130.011,E-Rock
Unnamed,0.441,0.904,7,-5.18,1,0.0467,1.14E-05,0.269,0.0667,0.542,179.995,E-Rock
FEEDBACK,0.557,0.882,11,-6.24,0,0.0444,2.45E-05,0.83,0.434,0.754,117.999,E-Rock
Hrveli,0.474,0.962,0,-9.494,1,0.0602,1.75E-05,0.91,0.258,0.405,138.962,E-Rock
Saw,0.435,0.882,4,-7.924,1,0.0323,3.45E-05,0.867,0.0994,0.332,140.036,E-Rock
Quarantine - Instrumental,0.49,0.922,6,-5.606,0,0.102,1.83E-05,0.886,0.099,0.518,92.994,E-Rock
Mute,0.556,0.981,8,-6.348,1,0.062,0.000176,0.913,0.344,0.615,115.03,E-Rock
Inside,0.55,0.96,1,-7.486,1,0.0328,0.000208,0.785,0.149,0.252,98.012,E-Rock
Pulse,0.412,0.956,2,-5.904,1,0.034,1.39E-05,0.882,0.0702,0.392,134.992,E-Rock
Boomslang,0.341,0.94,7,-6.171,1,0.0587,2.12E-05,0.803,0.0538,0.55,180.055,E-Rock
Shattered,0.505,0.99,0,-7.055,1,0.0613,0.00134,0.712,0.172,0.483,136.017,E-Rock
The Chase,0.405,0.883,1,-8.676,1,0.0453,0.0617,0.898,0.271,0.137,74.961,E-Rock
Mars,0.527,0.935,7,-7.354,1,0.0434,0.000529,0.872,0.301,0.664,182.11,E-Rock
Tension,0.46,0.891,4,-8.338,0,0.0427,0.00124,0.833,0.118,0.0638,129.991,E-Rock
Bass Machine,0.658,0.753,1,-7.337,1,0.0403,3.06E-05,0.893,0.124,0.302,130.014,E-Rock
Battle Of The Giants,0.482,0.847,10,-6.177,0,0.0507,1.22E-05,0.962,0.288,0.327,181.079,E-Rock
Game of Thrones Theme,0.468,0.879,5,-7.511,1,0.0445,0.0422,0.929,0.155,0.314,129.986,E-Rock
The Nest,0.484,0.966,9,-5.508,1,0.0484,0.00168,0.857,0.0582,0.485,164.997,E-Rock
Against All Odds,0.604,0.954,7,-9.142,1,0.0576,0.0115,0.773,0.174,0.193,120.007,E-Rock
Soul Crusher,0.423,0.808,1,-8.952,1,0.0385,5.82E-06,0.892,0.105,0.64,161.016,E-Rock
Blades of Fury,0.374,0.998,5,-6.377,0,0.0627,0.00654,0.87,0.109,0.372,135,E-Rock
Hyperbeast,0.501,0.931,10,-6.789,0,0.0382,1.82E-05,0.784,0.156,0.398,140.008,E-Rock
The Harvest,0.436,0.929,6,-8.025,1,0.0409,0.0383,0.858,0.375,0.155,195.033,E-Rock
The Judgement,0.425,0.567,9,-11.335,0,0.0311,0.12,0.875,0.1,0.0387,128.467,E-Rock
The Feast,0.408,0.804,0,-5.692,0,0.036,1.06E-05,0.966,0.367,0.24,218.069,E-Rock
Ready Aim Fire,0.492,0.958,1,-4.167,1,0.084,0.000856,0.000173,0.564,0.338,101.999,E-Rock
Teardrops,0.497,0.916,7,-3.323,1,0.108,0.000323,0,0.36,0.401,96.051,E-Rock
Anti You,0.447,0.81,6,-7.323,0,0.0671,0.000138,7.95E-06,0.411,0.503,131.892,E-Rock
Rockstar,0.262,0.961,1,-4.474,1,0.262,0.000446,0.000296,0.541,0.433,128.073,E-Rock
The Pure And The Tainted,0.615,0.943,1,-7.239,1,0.0507,4.99E-05,0.653,0.167,0.674,109.945,E-Rock
Corner,0.432,0.825,5,-7.819,0,0.0607,0.000752,0.00322,0.137,0.602,196.027,E-Rock
Scrape,0.399,0.954,1,-6.11,1,0.163,0.000148,0.000461,0.234,0.325,165.008,E-Rock
Down In Flames,0.502,0.965,7,-3.523,1,0.048,1.43E-05,0.0017,0.387,0.515,139.999,E-Rock
Prognosis,0.413,0.941,6,-5.79,1,0.057,0.000477,0.0566,0.111,0.444,180.043,E-Rock
Metamorphosis,0.232,0.909,5,-5.474,0,0.11,2.99E-05,0.032,0.442,0.446,167.95,E-Rock
Obsidian,0.593,0.68,11,-9.432,1,0.0912,0.0029,0.0444,0.129,0.228,133.985,E-Rock
Lakes of Flame,0.521,0.929,1,-6.135,0,0.05,1.03E-05,0.00492,0.365,0.45,104.004,E-Rock
Not Over Til We Say So - Instrumental,0.455,0.966,1,-4.828,1,0.0816,3.65E-06,0.82,0.374,0.485,99.991,E-Rock
Armageddon - Instrumental,0.435,0.992,6,-4.51,1,0.282,4.19E-05,0.925,0.312,0.144,158.041,E-Rock
Down In Flames - Instrumental,0.437,0.966,0,-4.649,1,0.0347,5.01E-06,0.772,0.379,0.579,139.995,E-Rock
Enemy - Instrumental,0.488,0.858,10,-6.924,0,0.0433,0.000573,0.916,0.149,0.401,92.007,E-Rock
Ready Aim Fire - Instrumental,0.456,0.981,1,-4.503,1,0.0683,0.000235,0.791,0.415,0.348,102.018,E-Rock
Rockstar - Instrumental,0.276,0.94,6,-5.119,1,0.209,5.48E-05,0.863,0.546,0.434,128.005,E-Rock
The Fall - Instrumental,0.376,0.949,6,-5.282,1,0.0449,5.88E-05,0.785,0.437,0.403,93.95,E-Rock
Shoot Em Up - Instrumental,0.423,0.944,1,-5.257,1,0.0985,6.27E-05,0.954,0.196,0.493,175.998,E-Rock
You'll Get What's Coming - Instrumental,0.385,0.96,1,-4.667,1,0.123,1.14E-05,0.647,0.382,0.468,169.97,E-Rock
Shotgun Senorita,0.525,0.878,7,-6.536,1,0.0382,0.00147,0.826,0.178,0.474,160.064,E-Rock
Anti You - Instrumental,0.496,0.753,2,-8.514,1,0.0936,6.85E-05,0.225,0.365,0.321,132.008,E-Rock
Doubt - Instrumental,0.409,0.95,2,-7.358,1,0.0608,4.60E-05,0.909,0.182,0.213,129.961,E-Rock
Takedown - Instrumental,0.423,0.948,8,-7.486,1,0.0612,7.23E-06,0.952,0.292,0.5,144.041,E-Rock
Kill Me Every Time - Instrumental,0.581,0.987,0,-6.242,1,0.0425,0.00567,0.827,0.0851,0.45,126.01,E-Rock
Throw Away - Instrumental,0.452,0.541,9,-9.709,1,0.031,0.0017,0.85,0.131,0.0379,172.024,E-Rock
Bloodsport,0.579,0.673,1,-6.835,0,0.0281,1.01E-05,0.811,0.0915,0.172,123.029,E-Rock
ShutEmDown,0.633,0.782,0,-4.739,1,0.0661,0.00263,0.769,0.0702,0.233,140.04,E-Rock
Digital De-Evolution,0.494,0.966,7,-6.402,1,0.0441,0.0374,0.933,0.383,0.423,101.01,E-Rock
Truth Be Known,0.55,0.85,7,-6.725,1,0.0323,0.0148,0.93,0.313,0.233,147.963,E-Rock
Slave of The Dark,0.531,0.776,2,-7.663,1,0.0391,0.00112,0.909,0.106,0.146,101.029,E-Rock
Bed of Nails - 25th Anniversary Mix,0.536,0.879,8,-7.009,0,0.0332,0.000166,0.265,0.159,0.15,111.013,E-Rock
The Champion of Sanghelios,0.392,0.934,1,-4.746,1,0.073,0.000896,0.846,0.0983,0.244,176.08,E-Rock
A Shattered Eyedol,0.525,0.92,8,-6.474,1,0.0456,0.000535,0.615,0.0766,0.0411,124.987,E-Rock
Kilgore's Theme,0.456,0.92,2,-4.133,1,0.0404,0.000231,0.741,0.325,0.176,159.984,E-Rock
Fulgore (Vintage Score),0.222,0.98,4,-6.618,1,0.0453,0.00493,0.88,0.425,0.11,116.294,E-Rock
The Escape,0.468,0.908,0,-7.659,1,0.037,0.00142,0.687,0.0996,0.367,140.971,E-Rock
Silent Hill 3 - Creeping Fog,0.364,0.889,8,-7.357,1,0.0546,4.02E-06,0.882,0.199,0.276,160.01,E-Rock
The Final Battle,0.528,0.907,10,-7.673,0,0.0505,6.10E-05,0.898,0.263,0.0899,124.009,E-Rock
Fighter,0.501,0.922,11,-5.393,0,0.0723,0.000145,0.801,0.0742,0.0351,150.106,E-Rock
Kathmandu,0.593,0.942,7,-7.247,1,0.0415,0.136,0.818,0.233,0.587,111,E-Rock
Radar,0.322,0.853,1,-8.352,1,0.0537,7.12E-05,0.828,0.481,0.0342,112.111,E-Rock
Flirt With Bomb,0.402,0.976,4,-6.7,0,0.0408,1.01E-05,0.866,0.401,0.833,155.014,E-Rock
Give me a break,0.35,0.955,0,-4.074,1,0.135,4.02E-06,0.916,0.377,0.229,119.135,E-Rock
Rebellion Anthem,0.238,0.812,4,-7.488,0,0.0888,0.0017,0.74,0.282,0.48,195.079,E-Rock
Ready Aim Fire - Animattronic Chiptune Mix,0.555,0.886,1,-6.28,1,0.0407,0.0031,0.862,0.214,0.833,101.994,E-Rock
Utopia,0.459,0.974,5,-4.358,0,0.054,0.000673,0.865,0.358,0.113,174.045,E-Rock
Crimson Phoenix,0.547,0.737,10,-7.046,0,0.0273,0.00177,0.932,0.114,0.254,129.992,E-Rock
Upgrade,0.544,0.759,7,-10.455,1,0.0522,0.000128,0.604,0.0796,0.456,160.023,E-Rock
Burn Out,0.583,0.693,5,-2.363,0,0.0396,0.00214,0.755,0.072,0.37,175.907,E-Rock
Hell March,0.551,0.91,2,-6.328,1,0.0591,0.000781,0.829,0.704,0.177,121.458,E-Rock
Plasma Racer,0.328,0.933,7,-8.834,1,0.0495,1.18E-05,0.848,0.306,0.36,132.992,E-Rock
Nothing Sacred - Sebastian Komor Remix,0.559,0.844,7,-7.698,1,0.0677,0.00101,0.00127,0.0949,0.103,91.98,E-Rock
Contagion - Sebastian Komor Remix,0.687,0.925,2,-4.672,1,0.0486,0.00318,0.0013,0.276,0.29,110.971,E-Rock
Pittsburgh (No Intro),0.386,0.943,5,-3.033,0,0.185,0.000133,0.00637,0.0928,0.402,148.008,Metal
Low,0.5,0.967,1,-3.218,1,0.0534,1.25E-05,0.00637,0.12,0.498,129.994,Metal
Drag the Lake,0.498,0.904,6,-6.351,1,0.0456,0.026,0.00637,0.0685,0.343,133.973,Metal
Erase The Pain,0.466,0.864,3,-5.586,0,0.0976,5.45E-05,0.00637,0.234,0.481,138.075,Metal
Resentment,0.496,0.955,9,-3.607,0,0.196,8.30E-05,0.00637,0.0549,0.143,122.956,Metal
Crooked Soul - Single Version,0.46,0.975,5,-3.901,0,0.133,0.000145,0.00637,0.105,0.217,128.017,Metal
The Price of Agony,0.349,0.95,1,-4.351,0,0.102,3.58E-06,0.00637,0.0716,0.401,187.955,Metal
Alone In A Room,0.482,0.946,4,-3.23,0,0.0852,0.00251,0.00637,0.0466,0.284,135.071,Metal
Black Flame - Single Edit,0.376,0.982,5,-3.779,0,0.0625,5.70E-05,0.00637,0.16,0.15,148.926,Metal
Heavy Is The Weight (feat. Andy Mineo),0.556,0.951,9,-3.179,1,0.0729,0.000464,0.00637,0.292,0.482,128.051,Metal
The Sinner,0.207,0.977,1,-2.583,0,0.193,1.41E-05,0.00637,0.296,0.42,128.278,Metal
To Plant a Seed,0.261,0.974,5,-2.606,1,0.157,0.033,0.00637,0.264,0.195,140.133,Metal
The Worst In Me,0.43,0.945,11,-2.662,0,0.102,0.00109,0.00637,0.311,0.276,170.081,Metal
Stitch,0.501,0.968,6,-5.324,1,0.12,0.000114,0.00637,0.683,0.392,149.989,Metal
SECOND & SEBRING,0.273,0.973,1,-3.324,0,0.0807,0.000892,0.00637,0.388,0.179,133.428,Metal
Hollow Bodies,0.334,0.968,8,-2.544,1,0.131,2.93E-05,0.00637,0.449,0.149,153.818,Metal
Dez Moines,0.424,0.981,10,-2.749,1,0.163,0.000537,0.00637,0.357,0.0992,149.955,Metal
Shadow Moses,0.456,0.985,6,-2.949,1,0.207,0.000235,0.00637,0.103,0.183,143.006,Metal
Bow Down,0.426,0.959,0,-4.95,1,0.0525,5.36E-05,0.00637,0.707,0.372,155.01,Metal
Doomsday,0.523,0.979,2,-4.214,1,0.159,2.62E-05,0.00637,0.153,0.179,125.038,Metal
No Ordinary Love,0.38,0.993,9,-2.374,1,0.155,0.000651,0.00637,0.0797,0.214,140.058,Metal
In Between,0.462,0.972,7,-2.642,0,0.138,0.00285,0.00637,0.666,0.449,128.092,Metal
Vengeance,0.48,0.972,6,-3.991,1,0.105,2.66E-05,0.00637,0.0942,0.355,134.999,Metal
Not The American Average,0.236,0.892,2,-4.106,0,0.188,0.0305,0.00637,0.278,0.0685,184.981,Metal
Sleeptalk,0.49,0.946,5,-3.563,0,0.118,0.0563,0.00637,0.749,0.24,130.042,Metal
Hope,0.506,0.905,0,-9.542,0,0.0719,0.000111,0.00637,0.513,0.487,135.001,Metal
O.G. Loko,0.502,0.98,5,-2.865,1,0.155,1.17E-05,0.00637,0.289,0.295,140.007,Metal
Open Letter,0.244,0.972,0,-4.703,0,0.156,4.57E-05,0.00637,0.19,0.184,143.521,Metal
The Black,0.417,0.954,11,-4.152,0,0.0627,0.00151,0.00637,0.407,0.146,96.993,Metal
Smokahontas,0.523,0.924,7,-4.03,1,0.112,0.00113,0.00637,0.125,0.306,134.984,Metal
Reincarnate,0.478,0.992,7,-3.165,1,0.211,0.000245,0.00637,0.327,0.117,109.969,Metal
Throne,0.426,0.888,0,-3.72,0,0.0987,0.000455,0.00637,0.306,0.387,144.111,Metal
Another Life,0.39,0.939,4,-3.828,0,0.0787,5.08E-05,0.00637,0.0968,0.495,161.997,Metal
A Match Made In Heaven,0.517,0.977,7,-4.627,1,0.0741,4.97E-05,0.00637,0.105,0.135,121.503,Metal
Calm Snow,0.494,0.873,2,-4.128,0,0.0833,0.00341,0.00637,0.136,0.185,90.003,Metal
Deathgrip,0.409,0.946,5,-6.578,0,0.208,0.00737,0.00637,0.101,0.247,159.929,Metal
Hansha,0.517,0.846,7,-4.616,1,0.0515,0.00143,0.00637,0.437,0.293,130.013,Metal
"If I'm James Dean, You're Audrey Hepburn",0.425,0.936,8,-5.52,0,0.0829,2.10E-05,0.00637,0.926,0.417,158.046,Metal
Chemical,0.527,0.789,5,-7.344,0,0.0331,0.0022,0.00637,0.085,0.209,75.019,Metal
Nerve,0.435,0.944,2,-3.283,0,0.104,0.000117,0.00637,0.325,0.31,127.902,Metal
Signs,0.314,0.904,5,-5.931,0,0.0797,0.000244,0.00637,0.143,0.206,165.193,Metal
Loneshark,0.363,0.988,10,-3.207,0,0.0922,0.000255,0.00637,0.615,0.0857,89.944,Metal
Masochist,0.49,0.941,3,-3.242,0,0.0495,0.000634,0.00637,0.101,0.264,119.998,Metal
Unstoppable,0.362,0.997,4,-4.151,1,0.159,7.35E-05,0.00637,0.33,0.187,76.48,Metal
My Curse,0.197,0.956,10,-2.908,0,0.0663,7.61E-05,0.00637,0.261,0.209,177.018,Metal
Assistant To The Regional Manager,0.442,0.972,1,-3.03,0,0.106,0.00143,0.00637,0.0969,0.217,144.999,Metal
Octane,0.463,0.87,1,-4.408,1,0.0511,7.80E-05,0.00637,0.0801,0.36,102.534,Metal
THE DEATH OF PEACE OF MIND,0.467,0.705,0,-5.613,0,0.046,0.079,0.00637,0.143,0.267,154.983,Metal
Rose,0.439,0.766,6,-5.681,1,0.0525,0.269,0.00637,0.0782,0.168,114.758,Metal
Become the Martyr,0.482,0.885,5,-5.728,0,0.0509,0.000649,0.00637,0.0755,0.403,130.089,Metal
Ten Thousand Feet,0.264,0.96,6,-2.968,1,0.0906,0.000532,0.00637,0.214,0.212,139.967,Metal
[&] Delinquents,0.478,0.962,5,-4.041,0,0.088,0.0001,0.00637,0.394,0.365,145.058,Metal
I'd Rather See Your Star Explode,0.322,0.92,3,-3.823,0,0.178,0.00179,0.00637,0.12,0.324,178.129,Metal
Circle With Me,0.422,0.874,8,-4.606,0,0.0534,0.000166,0.00637,0.143,0.392,102.743,Metal
Sacrifice,0.221,0.962,8,-3.654,0,0.194,7.99E-05,0.00637,0.491,0.147,173.942,Metal
Circle The Drain,0.448,0.969,5,-3.309,0,0.11,0.000129,0.00637,0.0771,0.387,92.512,Metal
